;description;lien
246;"قال المؤلف: سوف يجد القارئ في أجزاء هذه السلسلة من القصص قصصا مقتبسا من سيرة الرسول صلى الله عليه وسلم و سير أصحابه رضي الله عنهم, كتبتها و أنا لا أقصد أن أجعل منها سيرة متسلسلة الأحداث متلاحقة الموضوعات, لكني رتبتها في فصول عديدة و جعلت في كل فصل عددا من القصص التي يتحد موضوعها و غايتها و يجمعها عنوان الفصل الذي تنتظم جميعا تحت مدلوله 
فمضمون هذا الكتاب: قصص من السيرة النبوية و أضيف إلى ذلك قصص الصحابة و حكاياتهم الذين هم أعلم الناس بحياة الرسول و سيرته و سننه
";https://www.sifatusafwa.com/ar/السيرة-النبوية/qasas-min-hayat-ar-rasul-wa-ashabuhu-muhammad-ali-dawlah.html
247;" رسالة في صلاة النبي بالأنبياء عليم السلام ليلة الإسراء للإمام عبد الغني المقدسي
طبعة محققة
";https://www.sifatusafwa.com/ar/السيرة-النبوية/salat-an-nabi-bil-anbiya-laylah-al-israa-abdelghani-al-maqdissi.html
248;"سيرة رسول الله صلى الل عليه وسلم من كتاب ""تهذيب الأسماء و اللغات"" للإمام النووي رحمه الله و سميت: نبذ العيون في سيرة الأمين المأمون
طبعة محققة و مخرجة الأحاديث
";https://www.sifatusafwa.com/ar/السيرة-النبوية/summary-of-the-prophet-s-biography-by-imam-an-nawawi.html#/29-edition-hard_cover
249;"تهذيب الخصائص النبوية الكبرى للإمام السيوطي, أصل الكتاب يسمى ""الخصائص الكبرى"" واسم الكتاب الأصلي ""كفاية الطالب اللبيب في خصائص الحبيب"" ولكنه مشهور بالخصائص الكبرى وهو يشتمل على الأمور التي اختص بها النبي صلى الله عليه وسلم دون غيره, ومن أهم المواضيع أنه صلى الله عليه وسلم خاتم النبيين والكلام عن معجزاته الباهرة
و قد هذبه و خرج أحاديثه و علق عليه الشيخ عبد الله عبد القادر التليدي
";https://www.sifatusafwa.com/ar/السيرة-النبوية/tahdhib-al-khasaa-is-an-nabawiyyah-al-kubra-hafidh-as-suyuti.html
250;"تهذيب سيرة ابن هشام للشيخ عبد السلام هارون
طبعة سورية جميلة مع التعليق على الكلمات الصعبة
";https://www.sifatusafwa.com/ar/السيرة-النبوية/tahdhib-sirah-ibn-hicham.html
251;"صنف العلماء قديما و حديثا كتبا مستقلة في الشمائل النبوية و هذا واحد من هذه الكتب, يتحدث فيه المؤلف عن أخلاق و شمائل الرسول الأعظم و النبي الخاتم صلى الله عليه وسلم, اختارها المؤلف من أمهات كتب الحديث و بطون كتب السيرة و الشمائل
طبعة مع التشكيل لأغلب النصوص
";https://www.sifatusafwa.com/ar/السيرة-النبوية/uswatun-hasanah-a-good-example-to-follow-abul-hasan-an-nadwi.html
252;"قد بسط ابن عصفور مسائل التصريف في هذا الكتاب بسطا مدعوما بالتعليل و التفسير و الحجاج و الأدلة و الشواهد فكان من أشهر كتبه و من أمثل كتب الصرف المطولة حتى قل أن يخلو من مسائله كتاب من كتب المتأخرين و كان أبو حيان النحوي شديد الإعجاب به يقدمه على ما سواه و لا يفارقه في الحل و الترحال لأنه كما يقول: ""أحسن ما وضع في هذا الفن ترتيبا و أخلصه تهذيبا و أجمعه تقسيما و أقربه تفهيما""
قال المحقق: و من مظاهر عناية أبي حيان به أنه علق عليه تعليقات ثم لخصه في كتاب سماه ""المبدع في التصريف"", و كان ابن مالك صاحب الألفية قد علق على ""الممتع"" و قد استوفينا  أكثر تعليقات ابن مالك و أبي حيان فأثبتناها في حواشي النص إتماما للفائدة
طبعة محققة مقابلة على ثلاث نسخ خطية
";https://www.sifatusafwa.com/ar/الصرف/al-mumti-al-kabir-fi-at-tasrif-ibn-usfur-al-ishbili-669h.html
253;"كتاب منهجي يجمع بين الأحكام الصرفية و معاني الأبنية
طبعة سورية جميلة
";https://www.sifatusafwa.com/ar/الصرف/as-sarf-al-arabi-ahkaam-wa-ma-ani.html
254;"توضيح الشيخ عبد الكريم الدبان التكريتي (1413 هـ) على متن قطر الندى وبل الصدى لابن هشام الأنصاري في علم النحو, مزج المتن بالشرح
طبعة محققة مع التشكيل لبعض النصوص
";https://www.sifatusafwa.com/ar/الصرف/new-tawdih-qatr-an-nada-wa-bal-al-sada-matn-with-annotations.html
255;"يدخل كتاب شرح الملوكي في التصريف لابن يعيش ، بتحقيق الدكتور فخر الدين قباوة في دائرة اهتمام الباحثين في مجال اللغة العربية بشكل خاص والباحثين في الفروع الأكاديمية ذات الصلة بوجه عام, حيث يقع كتاب شرح الملوكي في نطاق تخصص علوم اللغة العربية ووثيق الصلة بالتخصصات الأخرى مثل: البلاغة اللغوية والأدب العربي والشعر والنثر وغيرها من الموضوعات اللغوية التي تهم الدارس في هذا المجال
طبعة جيدة الجودة مع التشكيل لبعض النصوص
";https://www.sifatusafwa.com/ar/الصرف/sharh-al-muluki-fi-tasrif-by-ibn-yaish-sarf.html
256;"كتاب ” تصريف الأسماء ” للشيخ للعلامة : محمد الطنطاوي – رحمه الله – من أحسن المناهج المؤلفة في تصريف الأسماء ، وهو المقدم عليها ، وما زال العلماء وطلبة العلم يستفيدون من هذه الدرة الغالية
";https://www.sifatusafwa.com/ar/الصرف/tasrif-al-asmaa-sheikh-muhammad-al-tantawi.html
257;"كتاب « الإقناع في مسائل الإجماع »، للمحدث الفقيه أبي الحسن علي بن محمد بن عبد الملك الكتامي الحميري الفاسي، الملقب بابن القطان (ت 628هـ)، هو كتاب جليل قصد به جامعه ـ رحمه الله ـ الخروج من ضيق الاختلاف إلى سعة الاتفاق، فقام بعمل عظيم، أضنى فيه نفسه، وبذل له جهده، في سبيل تقديم خلاصة ما اتفق عليه العلماء أو على الأقل ما عليه الجمهور
  يعتبر كتاب « الإقناع في مسائل الإجماع »، زادا للمتخصصين، ونفس الوقت عونا للناشئة والمبتدئين ولعوام المسلمين ممن لا أهلية لهم بالنظر في الخلافات أو الترجيح بين الأدلة
  لقد جاء كتاب « الإقناع في مسائل الإجماع »، مقسما على كتب : كتاب الإيمان ،كتاب الصلاة ،كتاب الزكاة..إلخ، وقد عرض خلال هذه الكتب اتفاق علماء المسلمين وإجماعهم في هذه المواضيع
طبعة رائعة محققة مع تعليقات مهمة للمحقق في أربعة مجلدات
";https://www.sifatusafwa.com/ar/الصفحة-الرئيسية/al-iqna-fi-masa-il-al-ijma-ibn-qattan-al-fassi.html
258;"شرح الشيخ صالح الفوزان على زاد المستقنع في الفقه الحنبلي : الشرح المختصر على متن زاد المستقنع
طبعة جميلة في أربعة مجلدات
";https://www.sifatusafwa.com/ar/الصفحة-الرئيسية/al-sharh-al-mukhtasar-ala-matn-zad-al-mustaqni-sheikh-al-fawzan.html
259;erreur;https://www.sifatusafwa.com/ar/الصفحة-الرئيسية/كتاب-هواتف-الجِنَّان-الإمام-ابن-أبي-الدنيا.html
260;"رسالة الفصل بين النفس والعقل للشيخ عبد العزيز الطريفي
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/al-fasl-bayna-an-nafs-wa-al-aql-abdul-aziz-at-tarifi.html
261;"الوجيز في ذكر صفات ربنا القوي العزيز كتاب رائع في بيان عقيدة أهل السنة و الجماعة في صفات رب العالمين
قدم له فضيلة الشيخ عبد الله الغنيمان
طبعة كويتية رائعة مع ذكر المصادر من كتب علماء أهل السنة في الحاشية
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/al-wajiz-fi-dhikr-sifat-rabbana-al-qawwi-al-aziz-mahir-muqaddam.html
262;"فتاوى مهمة تتعلق بالصلاة للشيخ عبد العزيز بن باز
طبعة مشكولة
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/important-fatawa-on-prayer-ibn-baz-100-harakat.html
263;"هذه الرسالة عبارة عن جواب لسؤال ورد على الإمام ابن قيم الجوزية بعنوان :ما يقول السادة العلماء الذين وفقهم الله وأرشدهم وهداهم وسددهم في تارك الصلاة عامدا هل يجب قتله أم لا؟ 
وإذا قتل فهل يقتل كما يقتل المرتد والكافر فلا يغسل ولا يصلي عليه ولا يدفن في مقابر المسلمين أم يقتل حدا مع الحكم بإسلامه؟ وهل تحبط الأعمال وتبطل بترك الصلاة أم لا ؟وهل تقبل صلاة النهار بالليل وصلاة الليل بالنهار أم لا؟ 
وهل تصح صلاة من صلى وحده وهو يقدر على الصلاة جماعة أم لا وإذا صحت هل يأثم بترك الجماعة أم لا وهل يشترط حضور المسجد أم يجوز فعلها في البيت ؟وما حكم من نقر الصلاة ولم يتم ركوعها وسجودها ؟
 طبعة سورية جميلة محققة و مخرجة الأحاديث
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/kitab-as-salat-wa-hukm-tarikiha-of-ibn-al-qayyim.html
264;"رسالة في الصلاة لأهل القبلة للإمام أحمد بن حنبل, من الرسائل غير المشهور للإمام رحمه الله حول أمر الصلاة و فقهها
طبعة جميلة محققة
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/risalah-fi-salat-ahl-al-qiblah-by-imam-ahmad-ibn-hanbal.html
265;"شرح الشيخ الفوزان على كتاب آداب المشي إلى الصلاة للإمام محمد بن عبد الوهاب
طبعة كويتية رائعة عالية الجودة مشكولة المتن
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/sharh-kitab-adab-al-mashi-ila-as-salat-ibn-abdelwahhab-al-fawzan.html
266;"يتضمن هذا الكتاب بيانًا لكيفية أداء أهم ركن من أركان الإسلام بعد الشهادتين والأحكامِ المتعلقة بهذه العبادة العظيمة، ولما كان للصلاة هذه المكانة والمنزلة في ديننا كان متأكدًا على كل مسلم الاعتناء بها وبما يتعلق بها من الأحكام أداءً وتفقُّهًا فيها، وهذا كله قد بيَّنه المؤلف بطريقة سهلة ومرتبة، ومدعَّمة بأدلة من القرآن والسنة مما يعين المسلم على التفقه في هذه العبادة الجليلة
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/sifat-as-salat-abdulkarim-al-khudayr.html
267;"رسالة صفة وضوء النبي ﷺ (شرح حديث عثمان بن عفان) للشيخ عبد العزيز الطريفي
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/sifat-wudhu-an-nabi-sharh-hadith-uthman-abdul-aziz-at-tarifi.html
268;"تعليقات الشيخ صالح الفوزان على كتاب صفة الصلاة من شرح العمدة للإمام موفق الدين ابن قدامة شرحه لشيخ الإسلام ابن تيمية
طبعة كويتية رائعة عالية الجودة مشكولة المتن
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/ta-liqat-ala-kitab-sifat-as-salat-ibn-taymiyya-al-fawzan.html
269;"بحث يقارن بين ترجيحات الشيخ محمد بن صالح العثيمين فى كتاب الطهارة و بين ما استقر عليه المذهب الحنبلي
في هذا البحث الذي هو في الأصل رسالة ماجستير يذكر المؤلف الرأي المشهور للمذهب الحنبلي في كل مسألة من مسائل الطهارة ثم يذكر رأي الشيخ العثيمين ثم يناقش أدلة المسألة و يرجح بينهما
طبعة سعودية مفهرسة مع ذكر المصادر من كتب الحنابلة و من كتب الشيخ العثيمين, مع ترجمة طويلة للشيخ العثيمين في مقدمة الكتاب
";https://www.sifatusafwa.com/ar/الطهارة-و-الصلاة/tarjihaat-shayikh-al-uthaymeen-fi-kitaab-at-tahaara.html
270;"الهدف من الكتاب هو بيان عقيدة الأشاعرة من خلال كتاب معتمد لدى المتأخرين منهم، ثم محاكمة هذه العقيدة إلى عقيدة السلف الصالح حتى تظهر نقاط الاتفاق ونقاط الاختلاف
وقد اختار المؤلف منظومة الجوهرة لمؤلفها برهان الدين اللقاني، وذلك لشهرتها وأهميتها عند المتأخرين من الأشاعرة فهي عمدة مذهبهم، ولما عليها من الشروح والحواشي الكثيرة
تميز هذا الكتاب بعدة مميزات من أهمها:
– أنه اعتمد في نقده على مصدر معتمد عند المخالفين، وهو أمر مهم في الدراسات النقدية، حتى لا يُتَّهم المؤلف بالتقول عليهم
– أنه اعتمد على مصدر متأخر، وذلك مفيد في ضمان استقرار المذهب، حيث إن تأليف منظومة جوهرة التوحيد كان في بداية القرن الحادي عشر الهجري
– أنه شامل لمعظم أبواب العقيدة، وذلك بسبب تناوله النظم كاملاً وعدم اقتصاره على بعض المواضع دون بعضها
– تظهر لقارئ الكتاب ميزة الإنصاف، كما أنه لا يتعرض لمواضع الخطأ فقط، بل يتناول مواضع الخطأ ومواضع الصواب، وحيث كان معتقدهم موافقًا لمعتقد أهل السنة يصرح بذلك
– أسلوب المؤلف في الاستدلال سهل ميسر مختصر، وهو يستدل على ما يدل عليه الكتاب والسنة ولا يطيل في الاستدلال
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/aqidah-al-asha-irah-rebuttal-of-jawahir-at-tawhid-hassan-ruday-an.html
271;"نقض كتاب ""تحقيق المقال"" وتوضيح ما عليه جماعة التبليغ من تصوف وضلال
قدم له الشيخ الفوزان
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/critique-of-the-book-tahqiq-al-maqal-of-jama-a-tabligh-preface-al-fawzan.html
272;"This book is a perfect introduction into the knowledge of the main sects and religions.
The first part is devoted to the ""monotheistic"" religions, Judaism and Christianity. The author first gives a historical and chronological review, then cites the important works attributed to them, and finally the different groups/sects that make up this religion.
The second part deals with the most important Islamic factions: The Khawarij, The Rawafidh, the Batiniyyah, Ahl al-Kalam (Jahmiyyah, Mu'tazilah, Ash'ariyah, Maturidiyah), the Murjiah and finally the Sufis.
Again, the author first outlines the histories of these groups and the reasons for the divisions, and they expose their peculiarities and misguidance.
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/fath-al-manan-fi-dirasah-al-firaq-wa-al-adyan-tariq-said-al-qahtani.html
273;"رسالة للشيخ صالح الفوزان حول حقيقة التصوف و ضلالهم
طبعة مخرجة الأحاديث - طباعة بالحبر الأسود و الأحمر على ورق شمواه
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/haqiqah-at-tassawuf-shaykh-saalih-al-fawzaan.html
274;"إثبات الأشاعرة صفتي السمع والبصر لله تعالى للشيخ صالح سندي (أستاذ بالجامعة الإسلامية بالمدينة المنورة و مدرس بالمسجد النبوي)
رسالة جميلة يبين المؤلف فيها أن الأشاعرة يثبتون هاتين الصفتين الإلهيتين و الخلاف الذي بينهم, من خلال نقولات نقلت من كتبهم
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/ithbat-al-asha-irah-sifatay-as-sama-wa-al-basar-as-sindi.html
275;"نال به مؤلفه درجة الدكتوراه من قسم العقيدة بالجامعة الإسلامية بالمدينة النبوية، بتقدير ممتاز مع مرتبة الشرف الأولى، وأثنى على الكتاب عدة مشايخ منهم: د.صالح العقيل ود.سعود الخلف ود.محمد الخميّس وأوضحوا أنه بحثٌ نفيسٌ قيِّمٌ، بذَل فيه مؤلِّفِه جُهداً مشكوراً
تميَّز الكتاب في:
بيان براءة النصوص الشرعية مما ألصق بها من الباطل، وتهافت شبه المبتدعة، وأنه ليس لهم تعلق صحيح بالنصوص
أنه جمع عامة استدلالات أهل البدع والرد عليها ونقضها في هذا الكتاب، الذي قد لا يجد القارئ مؤَلفاً أُفرِد في ذلك، والتي نقضها شيخ الإسلام نقضاً يشفي العليل
لم يكتف المؤلف ببيان نقض شيخ الإسلام لاستدلال المبتدعة، بل قدّم لذلك تقريراً لمنهج السلف على المسألة انتقاءً من كلام ابن تيمية رحمه الله
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/juhud-shaykh-al-islam-ibn-taymiyyah-fi-bab-al-asma-wa-as-sifat.html
276;"نال به مؤلفه درجة الدكتوراه من قسم العقيدة بالجامعة الإسلامية بالمدينة النبوية، بتقدير ممتاز مع مرتبة الشرف الأولى، وأثنى على الكتاب عدة مشايخ منهم: د.صالح العقيل ود.سعود الخلف ود.محمد الخميّس وأوضحوا أنه بحثٌ نفيسٌ قيِّمٌ، بذَل فيه مؤلِّفِه جُهداً مشكوراً
تميَّز الكتاب في:
بيان براءة النصوص الشرعية مما ألصق بها من الباطل، وتهافت شبه المبتدعة، وأنه ليس لهم تعلق صحيح بالنصوص
أنه جمع عامة استدلالات أهل البدع والرد عليها ونقضها في هذا الكتاب، الذي قد لا يجد القارئ مؤَلفاً أُفرِد في ذلك، والتي نقضها شيخ الإسلام نقضاً يشفي العليل
لم يكتف المؤلف ببيان نقض شيخ الإسلام لاستدلال المبتدعة، بل قدّم لذلك تقريراً لمنهج السلف على المسألة انتقاءً من كلام ابن تيمية رحمه الله
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/juhud-shaykh-al-islam-ibn-taymiyyah-fi-naqd-istidlalat-ahl-al-ahwae.html
277;"كتاب متميز في سرده التاريخي لهذه الطائفة: طائفة الأشاعرة : بدايتها و ظروف نشأتها و تأسيسها و تمددها و الأطوار التي مرت بها و موقفها من بعض الطوائف كموقف الأشاعرة من الحنابلة و نزاعات داخل المذهب الأشعري و تطور أبي الحسن الأشعري و الأطوار التي مر بها
ما هي حقيقة هذا المذهب و ما هي المصائب التي وقعت فيها هذه الطائفة و أغلاطها و أخطاؤها و قبائحها ثم ختم الكتاب بفصل: أحوال الأشاعرة الجدد, و تكلم عن عدد من أعلام المذهب الأشعري المعاصر من أشاعرة و ماتريدية مثل زاهد الكوثري و سلامة القضاعي العزامي و أبو حامد بن مرزوق و محمد سعيد البوطي السوري و محمد صالح الغرسي
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/qissah-al-asha-irah-historical-and-theological-research.html
278;"في بقعة صغيرة شمالي العراق و سورية يتوزع أبناء طائفة دينية غريبة المعتقدات معروفة باسم (اليزيدية) و تنتمي الغالبية العظمى من هذه الطائفة إلى العنصر الكردي الموجود بكثرة في هذه المناطق, تمحورت حولها شائعات و أقاويل كثيرة منها الصادقة و منها ما هو من بنات الخيال, و قد أثارت هذه الفرقة تعجب الباحثين و اهتمامهم لما يروى عنها من عبادة الشيطان و التنسك في محرابه فوضعوا المؤلفات في تاريخها و أسس معتقداتها التاريخية و الدينية, منها هذا الكتاب الذي هو مبني على كلام كبير منهم اسمه إسماعيل بك جول (أمير اليزيدية) حتى لا يقول أحد: حكمتم عليهم من غير أقوالهم
";https://www.sifatusafwa.com/ar/الطوائف-الضالة-و-البدع/yazidis-beliefs-and-customs.html
279;"المنهاج المختصر في علمي النحو والصرف و الإملاء, كتاب جميل مختصر مناسب للمبتدئين في تعلم العربية
";https://www.sifatusafwa.com/ar/العربية-للمبتدئين/al-minhaj-al-mukhtasar-fi-nahw-wa-sarf-wa-imlae.html
280;"شرح الدكتور عبد العزيز بن علي الحربي على ألفية ابن مالك في النحو والصرف و سماه: الشرح الميسر على ألفية ابن مالك, شرح مناسب للمبتدئين
";https://www.sifatusafwa.com/ar/العربية-للمبتدئين/al-sharh-al-muyasar-ala-alfiat-ibn-malik-fin-nahw-wa-sarf-dr-al-harbi.html
281;"شرح الدكتور عبد العزيز بن علي الحربي على الآجرومية و سماه: أيسر الشروح على متن الآجرومية, شرح مناسب للمبتدئين
";https://www.sifatusafwa.com/ar/العربية-للمبتدئين/aysar-ash-shurooh-ala-matn-al-ajroomiyyah-dr-abdelaziz-al-harbi.html
282;"الدرة المضية للإمام شمس الدين محمد السفاريني (1188 هـ) هي خلاصة عقيدة الحنابلة, وقد اشتغلوا بها حفظًا وشرحًا منذ تأليفها, قال عنها الشيخ عثمان بن مزيد النجدي (1240 هـ): ""لقد اطلعتُ على عدة عقائد في مذهب الحنابلة، ولم أر أجمع وأكمل وأسلم من هذه العقيدة المسماة بالدرة المضية وهي درة من درة""ا
ومعه ""التقريرات الحنبلية"" على مواضع من الدرة المضية لعبد الله بن محمد العبد الله, و هي تعليقات على هذه المنظومة
طبعة مقابلة على تسع نسخ خطية
";https://www.sifatusafwa.com/ar/العقيدة/ad-durrah-al-mudiyah-fi-aqd-ahl-al-firqah-al-mardiyah-as-safarini.html
283;"يعتبر كتاب الأمثال القرآنية القياسية المضروبة للإيمان باليوم الآخر من الكتب القيمة لباحثي العلوم القرآنية بصورة خاصة وغيرهم من المتخصصين في العلوم الإسلامية بشكل عام وهو من منشورات الجامعة الإسلامية؛ ذلك أن كتاب الأمثال القرآنية القياسية المضروبة للإيمان باليوم الآخر يقع في نطاق دراسات علوم القرآن الكريم وما يتصل بها من تخصصات تتعلق بتفسير القرآن العظيم
";https://www.sifatusafwa.com/ar/العقيدة/al-amthal-al-quraniyah-lil-iman-bil-yam-al-akhir.html
284;"الفوائد البازية المهمة على الدروس المهمة لعامة الأمة لابن باز, فوائد جمعها العرجاني من كلام الشيخ ابن باز رحمه الله شرحا على متنه المعروف في مبادئ العقيدة و الفقه و السلوك و الأخلاق: الدروس المهمة لعامة الأمة
";https://www.sifatusafwa.com/ar/العقيدة/al-fawaid-al-baziyyah-al-muhimmah-ala-ad-durus-al-muhimmah.html
285;"الانتقاء في عقائد الأئمة الأربعة الفقهاء (أبي حنيفة ومالك والشافعي وأحمد), بين فيه المؤلف (و هو أستاذ في العقيدة في الجامعة الإسلامية بالمدينة) عقيدة الأئمة الأربعة و يذكر في الحاشية مصادر الكتب التي وجد فيها أقوال الأئمة
طبعة سعودية جميلة
";https://www.sifatusafwa.com/ar/العقيدة/al-intiqa-fi-aqa-id-al-a-immah-al-arba-ah-al-fuqaha-tariq-al-qahtani.html
286;"القواعد الأصولية المؤثرة في مسائل عقيدة أهل السنة و الجماعة و الرد على المخالفين فيها
أصل هذا الكتاب أطروحة علمية تقدم بها الباحث لنيل درجة الدكتوراه في أصول الفقه وذلك من الجامعة الإسلامية بالمدينة المنورة
يعمد هذا البحث إلى إظهار أثر علم أصول الفقه في تقرير مسائل العقيدة وفي الرد على المخالفين لمنهج أهل السنة فيها
طبعة سعودية جميلة
";https://www.sifatusafwa.com/ar/العقيدة/al-qawa-id-al-usuliyyah-al-ma-thurah-fi-masa-il-aqidah-ahl-as-sunnah.html
287;"الواسطة بين الحق والخلق : رسالة في رجلين تناظرا؛ فقال أحدهما: لا بد لنا من واسطة بيننا وبين الله؛ فإنا لا نقدر أن نصل إليه بغير ذلك, و الآخر ينكر ذلك و يتوجه إلى الله رب العزة مباشرة من غير واسطة
رسالة صغيرة في حجمها كبيرة في معناها، مفيدة جدا في معرفة أنواع الوسائط والتوسل، والتوحيد والشرك وغيرها من الأمور المهمة
تخريج: الشيخ محمد ناصر الدين الألباني و تحقيق: محمد زهير الشاويش
";https://www.sifatusafwa.com/ar/العقيدة/al-wasitah-bayna-al-haqq-wal-khalq-shaykh-al-islam-ibn-taymiyyah.html
288;"رسالتان في حكم الطمأنينة والاعتدال في الصلاة
الأولى: الطمأنينة والاعتدال في أركان الصلاة لشيخ الإسلام ابن تيمية
الثانية: معدل الصلاة لتقي الدين البركوي
طبعة محققة
";https://www.sifatusafwa.com/ar/العقيدة/among-the-pillars-of-prayer-shaykh-al-islam-ibn-taymiyyah.html
289;"المسائل العقدية التي نقلها ابن مفلح في كتابه ""الفروع"" عن شيخه ابن تيمية للشيخ صالح سندي (أستاذ بالجامعة الإسلامية بالمدينة المنورة و مدرس بالمسجد النبوي)
";https://www.sifatusafwa.com/ar/العقيدة/aqida-subjects-reported-by-ibn-muflih-of-his-sheikh-ibn-taymiyya.html
290;"رسالة يبين فيها مؤلفها عقيدة أهل السنة والجماعة في أفعال الله سبحانه و تعالى و موقف المخالفين من أهل البدع و الرد عليهم
طبعة سعودية جميلة
";https://www.sifatusafwa.com/ar/العقيدة/aqidah-ahl-as-sunnah-wal-jama-ah-fi-af-al-allah-khalid-al-alami.html
291;"شرح الشيخ محمد أمان الجامي على شرح الشيخ محمد خليل هراس على العقيدة الواسطية لشيخ الإسلام ابن تيمية, فهو شرح الشرح
طبعة سعودية عالية الجودة في مجلدين
";https://www.sifatusafwa.com/ar/العقيدة/explanation-of-sharh-al-aqidah-al-wasitiyyah-shaykh-muhammad-aman-al-jami.html
292;"في هذا الكتاب جمع المؤلف فتاوى علماء المالكية في تقرير عقيدة أهل السنة والجماعة
في هذا الكتاب لم يرو لنا المؤلف نصوص و نقول علماء المالكية في إثبات عقيدة أهل السنة و إنما اكتفي بفتاويه في ذلك - تحت كل باب يذكر فتاوى كل عالم و يذكر معها مصدرها من كتب المالكية
طبعة سعودية جميلة مخرجة في مجلد كبير
";https://www.sifatusafwa.com/ar/العقيدة/fatawa-ulama-al-malikiyah-fi-taqrir-aqidah-ahl-as-sunnah.html
293;"قال الشيخ محمد بن عبد الرحمن الخميس في تقديمه للكتاب: إن لعلماء الدعوة السلفية جهود عظيمة و مشكورة في نشر عقيدة السلف و الدعوة إلى التوحيد الخالص و التحذير مما يناقض العقيدة الصحيحة من الشرك و البدع, و من جملة هؤلاء العلماء: شيخ الإسلام ابن تيمية رحمه الله و قد تصدى للرد على المخالفين من أهل البدع و أهل الضلال تأليفا و مناظرة و إفتاء و تدريسا
و قد اشتملت مناظرات شيخ الإسلام على المخالفين على مسائل عقدية و قواعد مهمة, و في بيان جهوده رحمه الله في المناظرة ما كتبه الباحث هيثم بن قاسم الحمري في رسالته للحصول على الماجستير, و قد حازت على درجة الامتياز مع مرتبة الشرف الأولى من الجامعة الإسلامية حيث أنه وفق للتصدي لجمع شتات المادة العلمية في هذه الرسالة, إذ أن مناظرات شيخ الإسلام ابن تيمية للمخالفين جاءت مبعثرة في كتب العقيدة و كتب التراجم و غيرها
و قد قسم الباحث تلك المناظرات على قسمين رئيسيين
القسم الأول: في المناظرات مع الطوائف غير المسلمة
القسم الثاني: في المناظرات مع الفرق المنتسبة إلى الإسلام
طبعة جميلة مع ذكر المصادر من كتب ابن تيمية في الحاشية
";https://www.sifatusafwa.com/ar/العقيدة/ibn-taymiyyah-s-debates-in-matters-of-aqidah.html
294;"كلمة الإخلاص وتحقيق معناها للحافظ ابن رجب الحنبلي (795 هـ)
تخريج: الشيخ محمد ناصر الدين الألباني و تحقيق: زهير الشاويش
";https://www.sifatusafwa.com/ar/العقيدة/kalimah-al-ikhlas-la-ilaha-illa-allah-ibn-rajab-al-hanbali.html
295;"ألف المرلف كتابا في التوحيد (توحيد الألوهية), أكثر أبوابها مستفادة من كتاب التوحيد للإمام محمد بن عبد الوهاب رحمه الله
فتحت كل باب يورد المؤلف آيات و أحاديث ثم يذكر نصوصا من كلام الإمام الشافعي مما يناسب الباب التي تبين عقيدة هذا الإمام الجبل في التوحيد
طبعة سعودية
";https://www.sifatusafwa.com/ar/العقيدة/kitab-at-tawhid-according-to-the-aqidah-of-imam-al-shafi-i.html
296;"محاضرات في العقيدة والدعوة (70 محاضرة) للشيخ صالح الفوزان
طبعة سعودية جميلة في مجلدين كبيرين
";https://www.sifatusafwa.com/ar/العقيدة/muhadarat-fi-al-aqeedah-wa-ad-da-wah-70-lectures-by-al-fawzan.html
297;"نواقض توحيد الربوبية و مظاهرها تأليف أ.د/ أحمد بن عبد الله الغنيمان أستاذ العقيدة بالجامعة الإسلامية بالمدينة
اعتنى المؤلف ببيان ما ينقض توحيد الربوبية مدعماً ذلك بالأدلة مع بيان مظهر هذه النواقض في الواقع
";https://www.sifatusafwa.com/ar/العقيدة/nawaqid-tawhid-ar-rububiyyah-dr-ahmad-ibn-abdullah-al-ghunayman.html
298;"رسالة الشرك و مظاهره هو كتاب نفيس في بابه فريد في موضوعه لم ينسج على منواله و قد أقر المجلس الإداري لجمعية العلماء ما اشتمل عليه و دعا المسلمين إلى دراسته و العمل بما فيه, فعدها في أوليات الرسائل و الكتب المؤلفة في نصر السنن و إماتة البدع, تقر بها عين السنة و السنيين و ينشرح لها صدور المؤمنين و تكون نكبة على أولئك الغاشين للإسلام و المسلمين
";https://www.sifatusafwa.com/ar/العقيدة/risalah-ash-shirk-wa-madhahirihi-sheikh-mubarak-al-mili.html
