;description;lien
124;"Il s'agit de la version ""épurée"" de l'ouvrage al-Khasa-is an-Nabawiyah al-Koubra de l'Imam as-Souyouti. C'est à dire que le Muhaqqiq, le Cheikh Abd Allah at-Talidi, a ôté tous les hadiths Munkar, inventés, et les récits faibles ou provenant de sources Israélites.
Pour chaque hadith sont cités les références des livres de hadiths, et on trouve également en annotations des explications de texte pour les expressions complexes.
";https://www.sifatusafwa.com/fr/as-sira-an-nabawiya/tahdhib-al-khasaa-is-an-nabawiyyah-al-koubra-hafidh-as-souyouti.html
125;"Résumé de la Sirah de Ibn Hicham, l'une des plus importantes qui soit. Ce résumé est probablement le meilleur, il est l’œuvre d'un célèbre Muhaqqiq. C'est un livre très connu, souvent lu et expliqué, et considéré par beaucoup comme l'une des meilleurs parmi les biographies concises.
Très bonne édition syrienne, avec annotations sur les termes difficiles.
";https://www.sifatusafwa.com/fr/as-sira-an-nabawiya/tahdhib-sirah-ibn-hicham.html
126;"Les savants de tout temps ont rédigé des livres indépendants concernant les mérites du Prophète, et cet ouvrage est l'un de ces livres qui dévoile la morale et les mérites de Muhammad le grand Messager et dernier Prophète, Paix et Bénédictions d'Allah soit sur lui.
Ces mérites et comportements ont été sélectionnés par l'écrivain, le savant indien Abou al-Hasan an-Nadwi, parmi les principaux livres de Hadith, et les livres classiques de Biographie et Mérites du Prophète.
Harakat en majorité, annotations sur les Hadiths et les termes difficiles.
";https://www.sifatusafwa.com/fr/as-sira-an-nabawiya/uswatun-hasanah-un-excellent-modele-a-suivre-abul-hasan-an-nadwi.html
127;"Les ambiguïtés autour du Tawhid qui sont relayées par les gens des extrêmes, par le Cheikh Mohammed ibn Omar Bazmoul.
";https://www.sifatusafwa.com/fr/at-tawhid-wa-ach-chirk/choubouhat-hawla-at-tawhid-mouhammad-bazmoul.html
128;"Conférence du Cheikh Salih al-Fawzan qui traite du Tawhid, du Chirk, de la Wassilah et du Tawassoul. Suivi de 14 questions-réponses.
Édition moyen format (12x17cm), impression en noir et rouge sur papier blanc.
";https://www.sifatusafwa.com/fr/at-tawhid-wa-ach-chirk/da-wah-at-tawhid-wa-siham-al-moughridin-cheikh-al-fawzan.html
129;"Voici un Dars du Cheikh Ahmad an-Najmi expliquant le Manhaj des Imams de la Da'wah Najdiyyah par rapport aux questions du Tawassoul et de al-Istighathah. Suivi de questions-réponses.
Édition vérifiée et authentifiée.
";https://www.sifatusafwa.com/fr/at-tawhid-wa-ach-chirk/minhaj-des-imams-de-la-da-wah-dans-le-tawassoul-et-l-istighatha-an-najmi.html
130;"Adhwa' ala Tarikh Ulum al-Arabiyyah ( Lumières sur l'histoire des sciences arabes) : Dr. Mazin al-Mubarak
Afin de maîtriser une chose, il faut connaître son origine et son évolution, c'est-à-dire de connaître son histoire et son vécu.
Chaque nation a une histoire dont les pages enregistrent son origine, sa vie, ses étapes de développement, ses événements historiques, et les réalisations de ses hommes ; nous ne connaissons ses attributs, ses caractéristiques et sa civilisation que si nous connaissons son histoire.
Il en est ainsi pour la science, quiconque veut la maîtriser et s'y spécialiser doit connaître son origine, ses étapes de développement, et ce que les savants ont produit comme efforts dans chacune de ses étapes.
";https://www.sifatusafwa.com/fr/autour-de-la-langue-arabe/adhwae-ala-tarikh-ouloum-al-arabiyyah-dr-mazin-al-moubarak.html
131;"Cet ouvrage écrit par l'Imam ibn Chuhayd traite de nombreux sujets : les sciences de la langue arabe, le Sarf et le TaSrif, l'authentification des mots ou expressions rares et complexes dans la langue arabe.
Ce livre est écrit à partir de deux ouvrages que l'auteur a résumé et dont il a ensuite classé les mots ou expressions selon l'ordre alphabétique.
Édition vérifiée, authentifiée et annotée, avec les harakats en majorité.
";https://www.sifatusafwa.com/fr/autour-de-la-langue-arabe/at-tahdhib-bi-mouhkam-at-tartib-ibn-chouhayd-al-andalousi-426h.html
132;"Recueil de 4 épîtres du Cheikh Abd al-Aziz ibn Harbi, auteur de nombreux livres extrêmement bénéfiques dans la langue arabe, le Fiqh, le Tafsir etc...
الحج مرة في العمر
الفول المبين في المتلول للجبين
معاني حروف المعجم (نظم وشرحه)
الموريات (ألغاز في العربية وغيرها)
";https://www.sifatusafwa.com/fr/autour-de-la-langue-arabe/epitres-diverses-du-dr-abdulaziz-ibn-ali-al-harbi.html
133;"L’ouvrage (Hajat al-’Ouloum al-Islamiya ila al-Lougha al-Arabiya : Dirassa Ta’siliya Tabikiya) est présenté par son auteur Hassan Ychou comme une étude de la relation vitale et identitaire entre la langue arabe et la législation islamique. Cette étude met en évidence les caractéristiques linguistiques de cette merveilleuse langue et son importance cruciale dans les sciences islamiques, notamment le Tawhid, les sciences coraniques et interprétatives, Usul al-Fiqh (fondements de la loi islamique), Maqasid al-Sharia (finalités de la charia), la Da'wah... L'auteur met ‌en‌ ‌avant‌ ‌les‌ ‌différentes ‌écoles ‌et‌ ‌courant‌ ‌de‌ ‌pensée ‌dans‌ ‌leur‌ ‌utilisation‌ ‌de‌ ‌la‌ ‌langue‌ ‌pour‌ ‌extraire/comprendre‌ ‌preuves.
Très ‌belle‌ ‌édition,‌ ‌bien‌ ‌structurée, ce livre n'a pas d'équivalent dans le sujet qu'il traite.
";https://www.sifatusafwa.com/fr/autour-de-la-langue-arabe/hajat-al-ouloum-al-islamiyyah-ila-al-loughah-al-arabiyyah.html
134;"Dans la première partie du livre, Al-Rafi’ie étudie la langue arabe, ses origines, les phases de son raffinement, sa diffusion dans les tribus, sa phonétique, les différents dialectes des locuteurs et les secrets du système linguistique. La seconde section de cette partie traite de la narration et des narrateurs.La deuxième partie est consacrée au Saint Coran et à la rhétorique prophétique.La troisième partie contient une présentation de l'histoire de la poésie arabe, de ses écoles, des arts créés à partir d'elle, de la littérature andalouse, de l'écriture et de son histoire chez les Arabes, des anecdotes de livres arabes, de dispositifs rhétoriques et de figures de style.Al-Muhaddith Ahmed Shakir a décrit Moustapha ar-Rafi'i comme ceci : «L'imam des écrivains de cette époque et l'autorité en langue arabe».
";https://www.sifatusafwa.com/fr/autour-de-la-langue-arabe/tarikh-adab-al-arab-de-moustapha-sadiq-ar-rafi-i.html
135;"Cet ouvrage du grand Imam spécialiste, Abou 'Amr ad-Dani vient expliquer et traiter le sujet du nombre de versets dans le Coran.
Les exemplaires du Coran que nous lisons actuellement sont maintenant quasiment tous identiques, mais la numérotation du Moushaf fut l'objet de divergences auprès des gens de science, en raison des différentes lectures, de l'inclusion ou non de la Basmalah comme premier verset de chaque sourate etc...
L'Imam ad-Dani fait partie des plus grandes références dans ce domaine que sont les sciences du Coran. Le nombre de versets, son écriture, sa calligraphie, sa préservation furent l'objet de travaux et ont une histoire qu'il nous faut aussi connaître.
Édition magnifique, vérifiée, authentifiée, annotée.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/al-bayan-fi-addi-ay-al-qour-an-abi-umar-ad-dani-444h.html
136;"Recueil de Fatawas du Shaykh Salih al-Fawzan autour du Saint Coran et les sujets qui y sont liés : la récitation, le mémorisation et l'oubli, les bienfaits des sourates, les récits, les sciences du Coran...
Très belle édition, classée par thème, imprimée en noir et rouge sur papier beige.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/al-qu-ran-al-karim-abad-hifdh-fadail-ulum-qasas-cheikh-fawzan.html
137;"Ouvrage écrit par l'Imam, le linguiste, Abd al-Qahir al-Jarjani (471H) qui traite de l'inimitabilité du Coran et de la profondeur de ses sens.
Cet ouvrage important et rempli de bienfaits est publié avec les annotations effectuées par le Cheikh Muhammad Tahir Ibn 'Achour.
Très belle édition de près de 600 pages, vérifiée et annotée par un professeur de l'Université d'Agadir au Maroc.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/dala-il-al-i-jaz-de-l-imam-abdul-qahir-al-jarjani-471h.html
138;"Incroyable travail que ce dictionnaire d’indexation des mots employés dans le Noble Coran. Par ordre alphabétique, pour chaque mot, verbe ou conjonction (hourouf), sont énumérés tous les versets, tous les passages du Coran qui contiennent le terme en question.
Dans une édition exemplaire, absolument magnifique, de deux grands volumes (22x30cm, légèrement plus grand que le format A4), avec une grande qualité d'impression et une mise en page claire pour faciliter la lecture et la recherche (sous forme de tableau et d'onglet alphabétique en marge).
Le tableau est composé comme suit: le terme, le verset, le numéro de verset, le nom de la sourate. Pour son travail l'auteur s'est appuyé sur 5 Ma'ajim précédemment rédigés.
Vraiment excellent et très utile.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/index-alphabétique-complet-des-mots-du-quran-2-volumes.html
139;"Le Livre « Fadail al-Quran » de l’Imam Abu ‘Ubayd al-Qassim ibn Sallam al-Harawi est composé de 71 chapitres sur des sujets liés au Coran, et ces sujets peuvent être divisés en cinq sections :
A - Les vertus du Coran, les vertus de le suivre, de le mettre en pratique, de le vénérer, etc.
B - Les vertus des sourates et des versets du Coran.
C - Une section concernant celui qui mémorise et lit le Coran.
D - Une section concernant le Mushaf et certaines règles qui s'y rapportent, comme l’achat et la vente du Mushaf.
E - Une section concernant les différentes lectures du Coran.
Abu ‘Ubayd a classé le livre en chapitres donnant à chaque chapitre un titre, sous lequel il cite les Hadiths et Athars appropriés.
Abu ‘Ubayd a commenté certains des textes qu'il a mentionnés en expliquant certains termes et certains jugements que les textes contiennent.
Superbe édition saoudienne authentifiée.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/kitab-fadail-al-qur-an-al-qasim-ibn-salam-224h.html
140;"Risala écrite par le Cheikh Aymen Rochdy Souweyd, et préfacée par le Cheikh AbdelAziz ibn Baz, sur le jugement relatif au fait de réciter le Coran la manière d'une chanson ou d'un rythme musical.
Il expose les preuves et les arguments prouvant le blâme d'une telle pratique. On trouve en fin d'ouvrage plusieurs Fatawa de grand spécialistes contemporains du Coran et des lectures.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/le-jugement-de-réciter-le-coran-en-chantonnant-dr-ayman-souwayd.html
141;"Les compagnons du Messager d’ALLAH et leurs efforts pour enseigner le Noble Coran.
ALLAH Le Très Haut a choisi pour ce Coran des hommes qui l'ont placé dans leurs cœurs et leurs actes. A leur tête se trouvent les compagnons du Messager d’ALLAH, qui ont dépensé d’immenses efforts pour l'enseigner, cherchant en cela la satisfaction d’ALLAH ; ils se sont mis à parcourir des terres vastes et arides, à traverser les déserts et les mers, répandant le Coran dans toutes les contrées de la terre.
Ce livre vient montrer leurs efforts et la méthode prophétique authentique qu'ils ont suivie dans cette voie.
A nous de réaliser la grande responsabilité placée sur nos épaules afin de marcher sur leurs pas et suivre leurs traces bénies {Voilà ceux qu’ALLAH a guidés, suis donc leur voie}. La communauté musulmane jusqu'à présent jouie des traces qu’ils ont laissées dans la science, la justice et le jihad jusqu'au Jour de la Résurrection.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/les-efforts-des-compagnons-dans-l-enseignement-du-coran-et-sa-mise.html
142;"Ouvrage d'introduction à la science des Moutachabihat, les versets ou parties de verset qui sont similaires ou qui se ressemblent.
Simple et concis, écrit par le professeur Mohammed Bazmoul.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/mabadih-al-mutachabih-al-lafdhi-fi-al-quran-al-adhim-cheikh-bazmoul.html
143;"Conférences sur les ambiguïtés prétendues autour du Noble Coran. La réfutation des ambiguïtés émises contre le Noble Coran est l'un des types de sciences coraniques qui visent à contrer les critiques faites contre le Livre d’ALLAH Le Tout-Puissant.
Ce livre met l'accent sur les grandes ambiguïtés répandues et qui ont été largement diffusées dans différents cercles parmi ceux qui ne croient pas en l'Islam, ou parmi les sectes égarées et déviantes qui s’affilient à l’Islam.
Ce livre a été rédigé de manière facile et claire que ce soit dans la présentation des sujets et dans les réfutations et des expressions familières au lecteur ont été choisies.
Chaque conférence se termine par la mention des sources les plus importantes permettant à l'étudiant de revenir sur le sujet abordé, avec un ensemble de questions formatrices.
Toutes les sources utilisées par l'auteur dans ses réponses sont citées en bas de pages. Harakat en partie.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/mouhadarat-fi-choubouhat-hawla-al-qur-an-al-karim-dr-hazim-al-sa-id.html
144;"Excellente recherche autour des sagesses se cachant derrière les transactions qui nous ont été légiférées.
En prenant pour base les versets du Noble Coran dans lesquels les adorations sont citées, l'auteur expose les nombreuses sagesses que l'on peut trouver, en se basant sur les Tafsir des grands savants de l'Islam.
Superbe édition saoudienne, de grande qualité.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/sagesses-des-transactions-dans-le-saint-coran.html
145;"Voici les annotations du Cheikh ibn Baz sur la Mouqaddimah du Tafsir d'Ibn Kathir ainsi que sur son Tafsir d'al-Fatihah.Édition officielle saoudienne.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/ta-liqat-ibn-baz-ala-muqaddimah-tafsir-ibn-kathir-wa-tafsir-al-fatiha.html
146;"Excellent ouvrage qui détaille le Tadabbur al-Quran, la méditation et l'introspection que doit nécessiter la lecture de la Parole d'Allah, par deux Chouyoukh d'Al-Azhar spécialistes du Coran et de ses sciences.
Ils définissent tout d'abord le Tadabbour, puis comment le Coran et le Sounnah nous y invitent, puis les différentes œuvres et actions qui aident à la méditation du Coran (Ikhlas, Isti'adha, Tajwid, l’écoute attentive, les meilleurs moments, la réflexion, le Qiyam Layl...), et les choses qui empêchent au contraire de le faire (le Kibr, l’insouciance, les maladies du cœur, les péchés...). Enfin les auteurs exposent les fruits de la méditation Coranique (le Khouchou', al-Istinbat, al-'Amal bima fihi).
Une bonne Risalah courte mais très bénéfique pour nous rappeler à l'ordre.
";https://www.sifatusafwa.com/fr/autour-du-coran-et-du-tafsir/traité-sur-la-méditation-du-coran-dr-ahmad-ma-sarawi-dr-abdelkarim-salih.html
147;"Petit livre de l'Imam Al-Ghazali sur les bons comportements auxquels enjoint l'Islam et que se doit de respecter tout bon musulman: Envers Allah, envers son Cheikh, en mangeant, en dormant, en priant, envers les pauvres, durant le Hajj, envers sa femme, envers ses parents etc. etc. Plus de 70 Adab à respecter.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/al-adab-fi-ad-din-imam-abou-hamid-al-ghazali.html
148;"Superbe recueil réunissant 6 livres sur le comportement dans la science et l'apprentissage:
Adab al-Mu'allimin de Ibn Sahnoun (256H)
Masa-il fi at-Tarbiyyah wa at-Ta'lim de Ibn Abi Zayd al-Qayrawani (386H)
Ar-Risalah al-Mufassalah li Ahwal wa Ahkam al-Mu'allimin wa al-Muta'allimin d'al-Qabissi al-Maliki (403H)
Al-Muntaqa min Abwab al-Mu'allimin wa al-Muta'allimin min Kitab al-Madkhal de Ibn al-Haj al-Maliki (737H)
Jam' al-Jawami' li Ikhtisar wa at-Tibiyan d'al-Maghrawi al-Maliki (898H)
Enfin un recueil de Conseils prodigues par 13 Pères ou Emirs parmi les deux premiers siècles de l’Hégire à leurs enfants ou leurs élèves, réunis par le Muhaqqiq du livre, 'Adil Al Hamdan.
Édition de grande qualité, avec Muqaddimat, Tahqiq et Ta'liq pour chaque Risalah, et des sommaires de recherche détaillés.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/al-jami-fi-koutoub-adab-al-mou-allimin-6-livres.html
149;"Bustan Al-Arifin est un livre sur l'ascètisme, l'adoucissement des cœurs, la piété et la purification du cœur et de l'âme par les paroles d'Allah et de son messager, que la paix et la bénédiction d'Allah soient sur lui, ainsi que les déclarations de ses compagnons. autant de citations des grands Awliya (ceux consacrés à Allah) et des gens de connaissance.Parce que ce monde n'est pas éternel, qu'il s'agit d'une demeure de transit et non de joie, et une demeure temporaire et non d'immortalité, le Noble Coran nous a mis en garde de ne pas s'y fier et de se laisser tromper par lui. comme les Hadiths du Prophète et les sages paroles des Salaf Salih. C'est pourquoi les personnes étant les plus intelligentes de ce monde et les plus raisonnables sont les ascètes. L'imam An-Nawawi, puisse Allah lui faire miséricorde, a déclaré: «L'être humain doit vraiment suivre le chemin du sage et adopter la doctrine du perspicace».L’auteur du livre - un critique d’experts - mentionne un ensemble de questions précieuses qui adoucissent le cœur et les faits de la connaissance, de façon soigneusement composée qui éloigne ses lecteurs de l’ennui. Bustan Al-Arifin est basé sur les versets du Coran, les hadiths du Prophète et les paroles des premières générations (Salaf Salih) et d’éminents personnages ultérieurs.Excellente édition saoudienne, vérifiée à partir de manuscrits, très belle mise en page, avec la majorité des Harakats, et le référencement des Hadith.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/bustan-al-arifin-de-l-imam-an-nawawi.html
150;"Cheikh Abd ar-Razzaq al-Badr explique une très belle Risalah d'al-Hafidh al-Mundhiri sur le bienfait et les récompenses des œuvres, en ne rapportant presque que des Hadith authentiques.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/charh-kifayah-al-muta-abbid-wa-tuhfah-al-mutazahhid-al-badr.html
151;"Cheikh Abd ar-Razzaq al-Badr explique une très belle Risalah d'Ibn al-Bana al-Baghdadi (471H) sur l'importance de se taire et l'obligation de rester chez soit. Voici les principaux sujets traités dans la Risalah:
La nécessité de tenir sa langue.La nécessité de garder le silence et de rester chez soi.La nécessité de rechercher la paix et de rester dans son pays lors des grands troubles (Fitan).La nécessité de ne se mêler que de ses affaires.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/charh-risalah-al-mughniyah-fi-as-sukut-wa-luzum-al-buyut-al-badr.html
152;"Deux livres sur le Zouhd, avec les harakats en majorité sur le texte:
- Min Kitab az-Zuhd, de l'Imam, le Hafidh Abou Hatim ar-Razi (277H)
- Al-Fawaid wal-Akhbar wal-Hikayat 'an ach-Chafi'i wa Hatim al-Asmmi wa Ma'rouf al-Karkhi wa ghayrihim, de Muhaddith et Faqih Al-Hasan ibn Al-Husayn al-Hamadhani ach-Chafi'i (405H)
Édition vérifiée, avec commentaires sur les chaines des hadiths et référencement des athars, et des introductions biographiques et scientifiques pour chacun des deux ouvrages.
Majorité des harakats sur les hadiths et athars.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/kitab-az-zuhd-de-abi-hatim-ar-razi-harakat.html
153;"Très belle compilation autour du Coran et sa place dans les coeurs et les oeuvres de nos pieux prédécesseurs.
L’auteur commence par rappeler les mérites du Coran et certains règles ou comportements à avoir envers lui. Ensuite en commençant les Sahabas jusqu’au Tabi’ Tabi’in, l’auteur nous exhorte par l’exemple des nobles Salafs, en nous citant leur considération et la place du Coran dans leur vie.
Le livre est écrit pour un public large, il ne s’agit pas d’un recueil de Athar mais plutôt de récits et de rappels destinés à la méditation. Une belle lecture en perspective, mais aussi une bonne idée de cadeau-rappel pour ses proches.
Très belle édition saoudienne.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/les-salafs-et-le-coran-hal-as-salaf-maa-al-quran.html
154;"Bel ouvrage bien structuré recensant les nobles caractères dont doit user le Musulman, avec les preuves du Coran, de la Sounnah et parfois le détail avec les citations de certains savants.
Harakat sur les Hadiths, référencement et authentification des Hadiths en bas de page.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/makarim-al-akhlaq-fi-daw-al-quran-wa-as-sunnah-sa-di-al-chamri.html
155;"Très bon ouvrage sur la purification des âmes et le travail du cœur et des membres sur la spiritualité et la foi chez les Salafs.
Harakat sur les Hadiths et en partie sur le texte, référencement et authentification des Hadiths en bas de page.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/minhaj-as-salaf-fi-tazkiyah-an-noufous-sa-di-al-shamri.html
156;"Livre très intéressant, 100% Harakat, qui démontre les bienfaits et l'importance des compliments et des éloges dans l'Islam. Très bien documenté avec de nombreux Hadiths et Athars.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/tadhkir-an-nubalae-bi-fadl-ath-thanae-le-bienfait-des-compliments.html
157;"C'est une explication simple et un commentaire précieux sur la merveilleuse épître du Hafiz Ibn Abdul Barr, qu'il a appelé ""Al Jaami' lil-Adaab"". C'est l'un des meilleurs livres à étudier par les étudiants et il est digne d'être lu à domicile, dans les cercles d'études et les instituts.
Ce livre est très bien structuré, et expose les nobles vertus de la Sharia avec pédagogie et facilité.En effet, l'Islam a des comportements et des vertus impliquées dans tous les aspects de la vie; elle implique le jeune et l'adulte, l'homme et la femme, le tuteur et ses sujets, et qu'un peu d'éthique vaut mieux que beaucoup d'actes.
Très belle édition avec référencement et authentification des Hadiths.
";https://www.sifatusafwa.com/fr/az-zuhd-wa-al-adab/tuhfah-al-ahbab-bi-charh-al-jami-lil-adab-lil-hafidh-ibn-abdil-barr.html
158;"Très intéressant, 200 questions-réponses sur la Balaghah et ses sciences.
Édité dans cette forme pédagogique, il s'agit d'une recomposition d'une oeuvre de Ali Saqar al-Azhari (1311H), un savant Azharite du siècle du dernier.
";https://www.sifatusafwa.com/fr/balaghah-et-mantiq/200-q-r-dans-les-sciences-de-la-balaghah.html
159;"Adab al-Kâtib est un ouvrage écrit par le célèbre littérateur, linguiste et grammairien arabe : Ibn Qoutaybah ad-Dînawarî (276H).
Il mentionne dans cet ouvrage tout un ensemble de règles théoriques et pratiques concernant la littérature arabe qu’il incombe de connaitre à toute personne voulant entreprendre de devenir écrivain ou de se spécialiser dans la langue arabe et ses subtilités.
Cela pourrait s’appeler de nos jours : la culture indispensable pour l’écrivain.
L’auteur de ce livre a voulu faire de cet ouvrage un compagnon pour chaque auteur ou écrivain en arabe souhaitant corriger son langage et son écriture.
Ibn Khouldoun dans sa Mouqaddimah fait l’éloge de ce livre en disant: « J’ai entendu de mes savants que les bases et les fondements de cette science (la langue et la littérature arabes) reposent sur quatre grands ouvrages : ""Adab al-Kâtib"" d’Ibn Qoutaybah, ""al-Kâmil"" d’al-Moubarrid, ""al-Bayân wat-Tabyîn"" d’al-Jâhiz et ""an-Nawâdir"" d’Abu ‘Ali al-Qâlî al-Baghdâdî, le reste des ouvrages de cette science succède ces quatre bases et puise d’elles. »
Superbe édition (2016), vérifiée, annotée et authentifiée, avec harakat en partie.
";https://www.sifatusafwa.com/fr/balaghah-et-mantiq/adab-al-katib-de-l-imam-ibn-qoutaybah.html
160;"Al-Balaghah al-Mouyassarah (La science de l’éloquence simplifiée) a été volontairement écrit dans un style simple et résumé convenant parfaitement au débutant.
L'auteur est un docteur professeur en lectures et Tafsir de l’université Umm al-Qurra de la Mecque.
";https://www.sifatusafwa.com/fr/balaghah-et-mantiq/al-balaghah-al-mouyassirah-l-éloquence-simplifiée-abdelaziz-al-harbi.html
161;"Un livre qui s'adresse aux débutants dans la science du Mantiq (la logique). C'est une explication simple du célèbre Matn Soullam al-Mounawraq dans la science de la Logique.
Belle édition vérifiée et annotée, avec la majorité des Harakats.
";https://www.sifatusafwa.com/fr/balaghah-et-mantiq/idah-al-mubham-min-maani-as-sullam-al-damanhuri-ilm-al-mantiq.html
162;"Le livre «Mughni at-Tullab» écrit par Mahmud Hasan Al Maghanissi (1222H), est un livre de Logique / Réthorique, et un commentaire de Matn Isāghūjī de l'Imam Al-Ibhari (663H), qu'Allah leur fasse miséricorde.Le Matn Isāghūjī fi al-Manṭiq est un commentaire de l’Ipagoge de Porphyre, un traité de logique. C'est un ensemble de problèmes logiques. Le livre a été bien accueilli par les érudits qui s’en sont appuyés dans leur enseignement et leurs explications, dès le moment où son auteur l’eut écrit, et qui reste juqu'à nos jours une source pour de nombreux savants. De nombreuses éditions du livre ont été imprimées et de nombreux commentaires ont été écrits à ce sujet.Cette explication est également accompagnée de quelques notes de bas de page contenant ""Sayf al-Ghullab Sharh Mughni à Toullab"" de Hajj Muhammad Fawzi al-Adrani (1318H).Très belle édition Turque, authentifiée, avec 100% Harakat sur le Matn et 80% Harakat sur l'explication.
";https://www.sifatusafwa.com/fr/balaghah-et-mantiq/moughni-at-toullab-charh-issaghouji-fi-al-mantiq-al-maghnissi.html
163;"Écrit par un spécialiste de la langue arabe, l’auteur explore les formes les plus incroyables de la Balaghah, en donnant des définitions, des exemples et quelques exercices pratiques.
";https://www.sifatusafwa.com/fr/balaghah-et-mantiq/sihr-al-bayan-fi-al-balaghah-al-arabiyah.html
164;"Le livre Al-Kãmil est un livre d’histoire indispensable sur lequel son auteur a dit : « J’ai compilé dans mon livre ce qui n’a jamais pu être compilé en un seul livre. Ceux qui le liront le confirmeront ».
L’auteur a donc compilé l’histoire en se basant sur plusieurs livres. Il a aussi su concilier entre les différentes narrations après les avoir examinées et organisées par ordre thématique. Le résultat était ce livre célèbre sur lequel s’appuie le monde aujourd’hui et avec lequel aucun étudiant ne se lasse.
";https://www.sifatusafwa.com/fr/biographie-histoire/al-kamil-fi-at-tarikh-imam-ibn-al-athir-630h.html
165;"Excellent ouvrage du Cheikh Khalid al-Raddadi qui vous apprendra tout ce qu’il faut savoir sur les différents livres ayant été produits dans la noble science du Hadith, les liens qu’ils ont les uns avec les autres. Pour chaque ouvrage, il a rédigé une sorte de fiche technique (auteur, importance et place du livre, méthodologie, etc.).
";https://www.sifatusafwa.com/fr/biographie-histoire/al-mou-in-fi-ma-rifah-manahij-al-mouhaddithin-khalid-ar-raddadi.html
166;"Ceci est un livre qui regroupe un bon nombre de biographies complètes des érudits islamiques ainsi qu’une partie des histoires des rois notables.
Son auteur a décidé de traduire son travail en un livre concis portant sur les deux camps. Il a, cependant, présenté en premier les érudits vu leur inestimable statut, puis il a parlé des rois vu leur statut d’héritier d’Allah sur terre et leur pouvoir à faire régner la justice et faire triompher l’Islam.
L’auteur de ce livre n’est autre que Al-Janadi - que la paix soit sur lui - un savant et historien Yéménite (730H environ) qui nous a offert un ouvrage bien organisé et basé sur des sources fiables et bien vérifiées.
";https://www.sifatusafwa.com/fr/biographie-histoire/as-soulouk-fi-tabaqat-al-oulema-wa-al-moulouk-al-janadi-3-vol.html
167;"« Encyclopédie des grands personnages de guerre et de la politique de l'histoire islamique »
Un livre complet sur les dirigeants et gouverneurs musulmans dans lequel son auteur mentionne les califes, les rois, les gouverneurs et les ministres depuis les premiers califes qui succédèrent le Prophète jusqu'à la Seconde Guerre mondiale.
Un ouvrage unique, classé selon les lettres du dictionnaire, qui sera une référence pour le chercheur, le spécialiste et l'initié.
Cette encyclopédie contient environ 2 655 personnalités de différentes parties du monde islamique, arabes et non arabes.
Superbe édition, très grande taille A4 (20x28cm), plus de 800 pages.
";https://www.sifatusafwa.com/fr/biographie-histoire/encyclopédie-des-grands-personnages-de-guerre-et-de-la-politique-de-l-histoire-islamique.html
168;"Ce livre du Cheikh al-Qahtani présente les biographies résumées des 4 califes, en se basant sur les textes de la Sounnah et des Athars des gens de science.
C’est une excellente introduction pour tout un chacun.
Mise en page très soignée, impression en noir et rouge sur papier beige.
";https://www.sifatusafwa.com/fr/biographie-histoire/extraits-de-la-vie-des-califes-bien-guidés-said-al-qahtani.html
